"","recordID","survivorShip","gender","productType","issueDate","matDate","birthDate","currentDate","baseFee","riderFee","rollUpRate","gbAmt","gmwbBalance","wbWithdrawalRate","withdrawal","FundValue1","FundValue2","FundValue3","FundValue4","FundValue5","FundValue6","FundValue7","FundValue8","FundValue9","FundValue10","FundNum1","FundNum2","FundNum3","FundNum4","FundNum5","FundNum6","FundNum7","FundNum8","FundNum9","FundNum10","FundFee1","FundFee2","FundFee3","FundFee4","FundFee5","FundFee6","FundFee7","FundFee8","FundFee9","FundFee10","age","ttm","fmv","Delta1","Delta2","Delta3","Delta4","Delta5","Rho1y","Rho2y","Rho3y","Rho4y","Rho5y","Rho7y","Rho10y","Rho30y"
"90570",90570,1,"M","IBRP",39692,49188,27515,41791,0.02,0.006,0,371298.102358,0,0,0,49398.679911,44921.357153,30314.872402,26452.396778,34040.48125,47794.744011,38920.049212,36999.402132,0,37260.842679,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,39.1123287671233,20.2657534246575,15934.514647,-42016.382,-22276.88235,-19479.67955,-20633.89195,-18992.58135,0.492873,1.630988,1.992343,2.501656,4.861925,11.777272,88.869884,-569.462302
"90993",90993,1,"F","IBRP",36923,44958,20090,41791,0.02,0.006,0,421928.807271,0,0,0,32538.295578,37537.443765,18184.73449,16482.71853,35657.716107,0,24617.766931,24233.285353,23047.826328,28228.886529,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,59.4547945205479,8.67671232876712,164990.983696,-46814.76455,-37122.2628,-38492.902,-25424.12575,-32134.84695,0.81595,3.237914,3.731944,4.592444,9.024197,-87.102235,34.950775,-624.972665
"91025",91025,1,"M","IBRP",39448,48580,19511,41791,0.02,0.006,0,365425.686436,0,0,0,35201.77093,35471.837655,18937.954184,21401.105792,29565.576264,35503.447981,26001.372113,28169.66932,23114.598998,28284.113179,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,61.041095890411,18.6,22364.355503,-28486.6801,-18336.2436,-16904.07355,-14458.4593,-14044.36325,0.344237,1.220046,1.456639,1.814539,3.542119,8.607447,7.972244,-317.815685
"91215",91215,1,"F","IBRP",37135,45536,22555,41791,0.02,0.006,0,407206.919743,0,0,0,39221.182189,0,23961.999833,16233.082163,34738.782683,42011.38274,31008.040908,26301.957682,29507.403046,31718.548242,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.7013698630137,10.2602739726027,122841.997217,-67800.38225,-21670.62125,-44619.23385,-24686.95615,-30186.32625,0.86004,3.168695,3.736356,4.635935,9.068162,22.074518,-61.416743,-673.445958
"91821",91821,1,"M","IBRP",38838,46508,27973,41791,0.02,0.006,0,404089.176674,0,0,0,37744.333868,33302.152085,19710.044804,21824.050721,33055.096393,36126.99712,27489.8145,29531.828521,23358.308579,29408.90071,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,37.8575342465753,12.9232876712329,96656.084311,-55766.7687,-34243.1501,-32671.23705,-26358.3993,-26360.48285,0.849511,2.961622,3.555858,4.439859,8.653579,21.01562,53.559637,-832.897531
"91874",91874,1,"F","IBRP",40269,48305,21641,41791,0.02,0.006,0,392892.284546,0,0,0,50261.679032,45815.501371,33276.874408,27302.930779,33808.339847,48551.667066,41060.497597,37486.502588,36832.655967,37793.419947,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,55.2054794520548,17.8465753424658,11259.012343,-38077.44295,-23055.51845,-25677.01125,-19282.6034,-17219.41335,0.421646,1.467063,1.761673,2.199522,4.289165,10.4183,28.315232,-418.307784
"91889",91889,1,"F","IBRP",40725,48396,28034,41791,0.02,0.006,0,385184.729795,0,0,0,55440.28009,50992.171418,38613.096577,32956.688012,39331.189671,0,46399.335348,43039.856305,42105.445094,43126.2004,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,37.6904109589041,18.0958904109589,15676.234682,-37830.3795,-22440.4025,-32810.56385,-25236.00125,-22148.5888,0.548662,1.82094,2.222402,2.790423,5.424849,13.148158,96.734788,-630.283777
"92019",92019,1,"M","IBRP",38473,46508,25204,41791,0.02,0.006,0,159184.636312,0,0,0,0,15629.674933,9798.771791,8495.884913,14496.823998,16291.060443,12845.296971,12208.023025,11427.234302,13117.701015,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.4438356164384,12.9232876712329,35623.281038,-14391.1239,-15424.38435,-15180.6851,-10404.6959,-11273.5964,0.304526,1.084796,1.293382,1.611184,3.144359,7.642179,4.156178,-276.725291
"92147",92147,1,"M","IBRP",37288,45323,22129,41791,0.02,0.006,0,419349.146534,0,0,0,34708.194856,37001.472209,22503.459985,15465.250638,32093.804532,36039.307205,28254.695624,24123.588424,26580.817507,28594.445594,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.8684931506849,9.67671232876712,121719.80437,-57358.97395,-41176.17975,-39191.9175,-22204.1894,-26917.7673,0.797738,3.030592,3.539603,4.377068,8.577793,-0.104709,-69.98707,-576.74713
"92511",92511,1,"M","IBRP",41275,50041,19664,41791,0.02,0.006,0,159959.144231,0,0,0,19370.86652,18920.665819,16438.781222,13840.015479,15338.343459,19204.401886,17864.124367,16403.618931,17176.969686,16696.320346,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.6219178082192,22.6027397260274,-7471.830561,-8802.84065,-5528.36765,-6770.0068,-5209.7377,-4486.5396,0.076218,0.260281,0.314277,0.393208,0.76572,1.857777,7.94692,-79.275714
"92975",92975,1,"F","IBRP",39203,45778,27668,41791,0.02,0.006,0,406465.290734,0,0,0,37258.190514,0,19622.078322,26174.361295,36436.807551,36358.08929,27242.162782,32109.503472,23529.433632,31187.006614,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.6931506849315,10.9232876712329,130174.582629,-67703.9241,-19750.67815,-39273.8682,-34669.47945,-32465.2824,0.9953,3.494602,4.185899,5.222375,10.18333,24.735073,45.263476,-950.240971
"93505",93505,1,"M","IBRP",38534,44378,25416,41791,0.02,0.006,0,154103.33053,0,0,0,0,16015.481471,10645.226451,9693.776864,16157.318116,17281.389237,13952.144582,13586.333928,12196.427446,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,44.8630136986301,7.08767123287671,55692.954164,-18512.15425,-20115.62625,-19782.58365,-12712.98675,-13062.46545,0.320197,1.291863,1.481447,1.819912,3.580179,-91.099035,128.97143,-335.860186
"93641",93641,1,"M","IBRP",39934,48700,25235,41791,0.02,0.006,0,172609.21209,0,0,0,26865.119492,26506.497852,15691.876112,11325.008388,14328.051683,26818.052308,20626.927029,17683.034743,18501.956942,18224.445544,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.358904109589,18.9287671232877,-1570.449493,-16164.04865,-10249.39025,-10243.0392,-7217.25625,-6413.7914,0.162195,0.550151,0.666478,0.834439,1.624371,3.940078,20.427921,-175.223472
"93849",93849,1,"F","IBRP",37622,45292,27729,41791,0.02,0.006,0,186528.457824,0,0,0,21189.26123,22518.538874,13230.705822,7184.925656,14601.06162,21919.665437,16908.673578,12747.720513,15770.856534,15344.725909,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.5260273972603,9.59178082191781,42409.30119,-30812.65615,-21999.5278,-20931.2476,-10499.9142,-12065.7386,0.409025,1.461575,1.740649,2.167023,4.230711,-2.2374,29.530467,-390.067961
"94057",94057,1,"M","IBRP",40422,48458,22282,41791,0.02,0.006,0,369543.459695,0,0,0,51235.359014,48080.644181,32904.676045,25946.666622,32786.065094,50055.114766,41200.039283,36768.708268,37035.992452,37437.00212,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.4493150684931,18.2657534246575,774.121179,-33009.24505,-20306.8087,-21741.89675,-16087.9849,-14562.73065,0.333428,1.161344,1.394359,1.740694,3.394485,8.235783,21.566793,-327.491187
"94100",94100,1,"M","IBRP",38626,48488,19603,41791,0.02,0.006,0,163232.698036,0,0,0,17455.364949,16092.375874,0,9349.763237,15120.861895,17015.6788,13232.764474,13149.882664,11574.766072,13717.277925,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.7890410958904,18.3479452054795,10255.744842,-14278.8439,-8790.88795,-5678.8937,-6715.6119,-7289.9407,0.158718,0.563694,0.672531,0.837554,1.63532,3.973209,3.08558,-145.649276
"94463",94463,1,"F","IBRP",37622,45292,21794,41791,0.02,0.006,0,143416.969285,0,0,0,20364.852517,21642.412073,0,6905.382389,14032.979406,21066.838952,16250.80931,12251.746078,0,14747.710015,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,54.786301369863,9.59178082191781,25725.048483,-27378.48145,-16974.42845,-6142.92615,-9466.3732,-10934.885,0.254107,0.957242,1.120918,1.387059,2.717369,-2.100029,-12.383915,-195.463133
"95375",95375,1,"F","IBRP",40483,48153,19025,41791,0.02,0.006,0,387879.835651,0,0,0,52298.415029,47408.044684,35544.788333,27703.705831,34470.889279,50383.236111,43249.705412,38379.867779,38897.319793,38938.83061,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,62.372602739726,17.4301369863014,1865.656614,-34126.2228,-20750.73805,-23257.0805,-17151.6314,-15319.69895,0.333415,1.189771,1.416595,1.763657,3.444061,8.373864,2.474965,-298.795898
"95394",95394,1,"M","IBRP",39448,44927,19633,41791,0.02,0.006,0,148244.416761,0,0,0,0,20557.245504,10975.246822,12402.734533,17134.347976,20575.56486,15068.759481,16325.36813,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.7068493150685,8.59178082191781,34863.982762,-17415.10135,-17108.57235,-11397.0776,-13341.5446,-11916.0912,0.238829,0.971312,1.110935,1.363093,2.683103,-29.033285,2.344837,-166.138691
"95426",95426,1,"M","IBRP",38322,43800,27242,41791,0.02,0.006,0,404834.86781,0,0,0,36676.649113,33022.087977,20928.621241,18889.123062,33380.399087,35439.030162,27956.677274,27113.591412,24344.391616,28850.942128,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,39.8602739726027,5.5041095890411,165751.9311,-76670.13765,-50170.21805,-47814.9689,-31916.70485,-33675.53425,0.805875,3.504351,3.93156,4.790143,-140.03187,-43.221042,401.250285,-1069.517352
"95582",95582,1,"F","IBRP",37316,45717,19937,41791,0.02,0.006,0,158260.161387,0,0,0,0,14451.408562,9031.528664,6641.566316,13451.892537,14397.344249,11400.665656,10065.734753,10580.411896,11688.978189,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,59.8739726027397,10.7561643835616,45270.947901,-14109.87125,-16262.9418,-15700.5035,-9284.0077,-11152.4203,0.294031,1.107908,1.297602,1.606151,3.145991,7.667582,-36.971296,-207.041218
"95585",95585,1,"M","IBRP",41244,49279,22433,41791,0.02,0.006,0,130987.925896,0,0,0,16612.41288,16373.626023,14075.789431,11199.578563,12549.222078,16529.546547,15308.25708,13669.988071,14754.875165,14047.002492,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.0356164383562,20.5150684931507,-3657.04176,-9805.89395,-6130.97315,-7424.5281,-5668.4399,-4914.33825,0.099167,0.338613,0.409133,0.511762,0.9967,2.417818,10.717093,-103.808956
"95703",95703,1,"F","IBRP",37408,45444,25112,41791,0.02,0.006,0,389152.077928,0,0,0,41579.472531,40544.476873,23889.990939,16568.319988,33913.847528,41617.533047,0,27270.421994,28476.157839,31270.513517,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.6958904109589,10.0082191780822,113596.218876,-56504.36905,-45553.8281,-32596.8188,-24689.67015,-29089.65855,0.871828,3.146622,3.735284,4.645393,9.074533,22.06744,-18.235031,-749.456725
"96536",96536,1,"F","IBRP",41456,49126,24746,41791,0.02,0.006,0,132484.388397,0,0,0,0,15899.286498,15753.555979,13991.429005,14570.535513,16303.181389,16158.895846,15240.083007,15807.352209,15352.451616,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.6986301369863,20.0958904109589,187.834686,-8477.2087,-8048.0692,-10521.20015,-8636.0044,-7201.9603,0.148636,0.497258,0.605303,0.759141,1.476225,3.577584,23.470469,-166.623777
"96886",96886,1,"M","IBRP",38504,45444,27638,41791,0.02,0.006,0,147844.471235,0,0,0,14243.896043,12997.090806,8366.141534,7329.703137,12422.129378,13829.60963,11012.619942,10521.06112,9678.944064,11189.675413,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.7753424657534,10.0082191780822,41499.943066,-22999.09005,-14826.03465,-14691.19725,-9961.4531,-10538.98165,0.335805,1.203066,1.431518,1.781798,3.47914,8.458535,-1.132981,-297.331158
"96989",96989,1,"F","IBRP",39995,48396,27607,41791,0.02,0.006,0,122802.431478,0,0,0,20417.066705,19577.5755,11912.209651,0,11648.33348,20148.53349,15666.746321,13897.066155,13929.666052,14135.321474,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.8602739726027,18.0958904109589,1386.433714,-14046.45345,-8742.87,-8835.50705,-3111.1614,-5774.8734,0.146337,0.486733,0.593451,0.744834,1.44821,3.509363,24.940787,-166.586079
"97009",97009,1,"F","IBRP",38322,48549,24929,41791,0.02,0.006,0,409487.715372,0,0,0,41220.201252,37112.908216,0,21229.132785,37515.607383,39829.264418,31419.987689,30472.459227,27360.207272,32425.035263,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.1972602739726,18.5150684931507,58205.506814,-47527.7817,-29293.6134,-18999.8268,-21507.4371,-24947.48305,0.67569,2.280895,2.76767,3.46693,6.746041,16.356774,92.084537,-734.974984
"97455",97455,1,"F","IBRP",38139,48731,19664,41791,0.02,0.006,0,157896.377447,0,0,0,16582.94114,15296.300545,9983.201462,8013.344606,14501.300083,0,12985.685953,11882.156423,11513.850585,12994.753353,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.6219178082192,19.013698630137,15663.915614,-12584.02005,-7829.70405,-10381.366,-7043.4893,-8234.0571,0.190721,0.667851,0.800459,0.998645,1.947778,4.732229,9.844181,-184.185657
"98050",98050,1,"F","IBRP",38899,45474,25051,41791,0.02,0.006,0,124179.117235,0,0,0,0,12136.458444,6944.181231,7690.161611,11512.850036,12867.157581,9665.087203,10383.789389,8311.787436,10397.848635,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.8630136986301,10.0904109589041,36385.354394,-13363.53345,-14304.65525,-13128.09395,-10331.50335,-10000.2849,0.281529,1.016205,1.206438,1.50054,2.931046,7.1283,-5.714696,-241.771902
"98365",98365,1,"M","IBRP",36678,45444,22037,41791,0.02,0.006,0,171717.69823,0,0,0,12397.71237,0,0,7731.091931,16889.482274,13634.222031,9104.559727,10281.390748,8569.640724,11746.770586,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,54.1205479452055,10.0082191780822,67028.929856,-23332.54135,-7400.4416,-9092.8745,-10716.2065,-14270.1783,0.347135,1.307361,1.531031,1.895053,3.712021,9.04464,-43.473331,-244.554859
"98516",98516,1,"M","IBRP",38504,44713,25324,41791,0.02,0.006,0,397837.141992,0,0,0,38329.136323,34974.087414,22512.589138,19723.619849,33426.914162,37214.326136,29634.041822,28311.298026,26045.23126,30110.483328,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.1150684931507,8.00547945205479,121961.039468,-67914.78645,-44264.68195,-43166.27575,-28926.445,-30070.3168,0.823972,3.213277,3.722683,4.589174,9.009046,-144.578493,200.422797,-795.00493
"99698",99698,1,"M","IBRP",37895,48488,27760,41791,0.02,0.006,0,192024.588965,0,0,0,20821.323653,0,12775.03683,8952.624622,17154.410665,20458.152782,16463.404376,14078.547227,14724.187519,15872.411262,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.441095890411,18.3479452054795,27688.847503,-24635.966,-7394.4016,-15905.55495,-9778.3235,-11685.33645,0.33347,1.116969,1.359115,1.704633,3.315758,8.036959,51.532008,-371.354358
"99932",99932,1,"M","IBRP",38718,48945,25143,41791,0.02,0.006,0,365932.743426,0,0,0,37231.567992,32297.209366,0,21235.74227,33649.310465,35404.450114,27397.676828,28937.663689,23257.481295,29150.275921,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.6109589041096,19.6,42086.746698,-38799.44945,-23096.16855,-15002.7632,-19071.3232,-20710.50665,0.534254,1.803974,2.188446,2.741345,5.335023,12.94133,72.26981,-580.392041
"100270",100270,1,"F","DBWB",39995,49126,20760,41791,0.02,0.009,0,472226.08844,377780.870752,0.05,94445.217688,55450.131906,53170.181572,32352.032052,25020.116616,31635.37825,54720.83017,42548.871619,37742.64749,37831.184623,38389.718348,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.6191780821918,20.0958904109589,8746.454842,-61087.19715,-40504.77585,-38904.7694,-25223.51215,-20525.12065,-0.950282,-1.144376,-2.479012,-3.690968,-7.148409,-18.492596,-83.893117,-35.417748
"100348",100348,1,"M","DBWB",38108,45047,19937,41791,0.02,0.009,0,280268.654315,140134.327158,0.05,140134.327158,9743.485463,0,5859.190684,4608.541852,8393.817894,9589.44948,7625.632534,6907.366119,6801.276524,7609.708843,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,59.8739726027397,8.92054794520548,75247.737007,-22713.01195,-6918.19885,-14796.1885,-8845.47045,-9264.7309,-1.336564,-2.151316,-4.595283,-7.908737,-10.507057,-23.310259,-19.440584,0
"100562",100562,1,"F","DBWB",39356,49218,22190,41791,0.02,0.009,0,156533.247457,109573.27322,0.05,46959.974237,12490.36835,12112.812913,6404.559254,0,0,0,0,0,7842.050995,10451.489912,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.7013698630137,20.3479452054795,54259.271934,-12995.74955,-14761.3832,-12313.2364,-1848.905,-1848.905,-0.655613,-0.934501,-2.016995,-3.397585,-5.943342,-11.498538,-30.806355,-7.638652
"100791",100791,1,"F","DBWB",41061,50192,21306,41791,0.02,0.009,0,270343.505154,240088.75541,0.05,13517.175258,34803.461402,34432.620045,31170.7291,21933.351158,25433.642449,34688.79365,32980.137142,27694.1113,0,29199.281895,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.1232876712329,23.0164383561644,-3325.307961,-33650.86775,-19011.7494,-19338.9718,-17068.8326,-13873.8598,-0.313386,-0.392466,-1.109886,-1.663395,-3.378352,-8.677386,-46.450319,-28.212112
"101012",101012,1,"M","DBWB",38991,47392,19511,41791,0.02,0.009,0,366070.969599,237946.130239,0.05,128124.83936,18768.977298,17062.940326,10072.936182,11688.290211,0,18175.563923,13856.751788,15237.884479,11943.739626,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,61.041095890411,15.3452054794521,114164.926186,-39501.01505,-25021.5181,-22492.08375,-17043.08565,0,-1.689413,-2.495549,-4.998306,-8.350251,-14.801767,-27.815566,-58.260814,-9.200123
"101730",101730,1,"F","DBWB",37377,45778,21064,41791,0.02,0.009,0,362542.522153,145017.008861,0.05,217525.513292,5500.275386,5476.783109,3256.221356,2376.665183,4853.45392,5551.940575,4275.819867,3760.040291,3870.906614,4316.784991,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.786301369863,10.9232876712329,109486.2012,-12752.9568,-9057.7499,-8297.96055,-4683.6882,-5252.5319,-1.896547,-5.912797,-5.027227,-6.585777,-12.130685,-24.334341,-5.416932,0
"101774",101774,1,"M","DBWB",39083,47119,22798,41791,0.02,0.009,0,425451.058317,276543.187906,0.05,148907.870411,0,26102.906122,15126.593719,18682.65529,0,27702.817005,0,23753.861093,0,23357.042336,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.0356164383562,14.5972602739726,131474.100041,-29287.02645,-37043.7858,-17347.82735,-30753.6614,-4131.3332,-1.827931,-2.66436,-5.21684,-8.924453,-17.418606,-32.225044,-73.724487,-13.455499
"101988",101988,1,"M","DBWB",40909,50041,22282,41791,0.02,0.009,0,246009.698635,216019.212766,0.05,24434.068597,28010.023327,26621.774796,22793.993585,16779.910597,19931.608777,27475.059379,25322.775089,21758.388619,23942.329486,22565.012104,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.4493150684931,22.6027397260274,1275.077964,-28687.7298,-18560.15925,-21846.7864,-14206.4711,-11658.96685,-0.246088,-0.356692,-1.108171,-1.662873,-3.286499,-8.350898,-44.700593,-28.417256
"102104",102104,1,"M","DBWB",41153,49553,21490,41791,0.02,0.009,0,427651.987606,379105.932046,0.05,21382.59938,0,52631.058046,47221.935032,35074.34003,40270.513061,52559.921539,49825.616483,42981.580514,48875.440789,45133.993852,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,55.6191780821918,21.2657534246575,1583.642724,-34309.5106,-36289.56775,-43817.85935,-28613.44195,-23131.95565,-0.528059,-0.784884,-1.927447,-2.966033,-5.812674,-14.540707,-75.942559,-46.850199
"103090",103090,1,"F","DBWB",40330,50192,26785,41791,0.02,0.009,0,245919.563234,188227.106899,0.05,36887.934485,28641.804736,26768.831398,19064.074682,13273.836908,16661.276195,27942.796554,23449.700496,19694.500824,21209.80187,20345.728219,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.1123287671233,23.0164383561644,-1212.627283,-29263.44605,-19123.11605,-20047.71715,-12316.9282,-10034.54575,-0.439401,-0.562833,-1.15528,-1.731316,-3.418474,-8.969047,-38.200342,-13.378186
"103263",103263,1,"F","DBWB",39114,48611,24685,41791,0.02,0.009,0,161567.785143,105019.060343,0.05,56548.7248,13048.47022,0,0,0,0,12609.347463,9448.240421,0,8069.36624,10484.001698,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.8657534246575,18.6849315068493,47185.836298,-24371.7839,-8476.719,-10993.45985,-1855.45895,-1855.45895,-0.664894,-0.966055,-1.878045,-3.130851,-6.380843,-12.624909,-29.386135,-5.600403
"103448",103448,1,"F","DBWB",40330,49096,26085,41791,0.02,0.009,0,450930.498755,345142.704699,0.05,67639.574813,52519.055926,49084.677668,34956.847643,24339.575992,30550.955303,51237.319313,42998.552052,36112.828774,38891.361102,37306.952129,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,43.0301369863014,20.013698630137,-1563.599071,-52581.903,-34304.3456,-36028.1157,-22227.75515,-18127.5005,-0.79058,-1.014893,-2.084047,-3.125812,-6.172466,-16.20353,-69.011625,-24.145587
"103594",103594,1,"M","DBWB",38718,48580,25235,41791,0.02,0.009,0,169928.062029,101956.837217,0.05,67971.224812,0,10699.969623,0,7035.338398,0,0,9076.769033,0,7705.134538,9657.399911,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.358904109589,18.6,55221.095409,-5810.89455,-13508.2633,-10663.3382,-7965.1821,-1729.9733,-0.732629,-1.1657,-2.590805,-4.184207,-6.188727,-12.347427,-24.691744,-2.642566
"103657",103657,1,"M","DBWB",40422,48823,20241,41791,0.02,0.009,0,236375.765454,200919.400636,0.05,35456.364818,30501.747831,28623.663669,19589.013339,15446.728541,19518.401142,29799.117594,24527.459805,21889.372677,22048.493934,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,59.041095890411,19.2657534246575,6039.822128,-32343.05575,-20343.02755,-21027.9307,-13230.6537,-10642.83245,-0.483891,-0.617315,-1.320295,-1.935569,-3.758104,-9.426419,-44.422365,-23.459832
"103844",103844,1,"F","DBWB",38961,48458,27395,41791,0.02,0.009,0,159484.057584,96772.685145,0.05,55819.420155,0,10898.933481,0,0,10530.384407,11456.388077,8671.946029,9374.611837,0,9415.078806,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,39.441095890411,18.2657534246575,36391.547566,-15304.51305,-14983.10845,-5344.4277,-5641.5711,-10772.0539,-0.654344,-0.956188,-1.765459,-2.862005,-6.480352,-13.277774,-22.770973,-2.165686
"104030",104030,1,"M","DBWB",40756,49522,26785,41791,0.02,0.009,0,445260.71015,400734.639135,0.05,44526.071015,54969.468543,52400.251505,39934.601164,30389.616931,36705.790106,54011.027965,46976.798506,41122.695901,43462.644356,42242.577247,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.1123287671233,21.1808219178082,358.307784,-53156.0198,-34459.1113,-37933.74135,-25098.03645,-20596.6856,-0.431995,-0.583521,-1.780615,-2.815287,-5.482402,-14.149136,-81.802433,-53.77701
