"","recordID","survivorShip","gender","productType","issueDate","matDate","birthDate","currentDate","baseFee","riderFee","rollUpRate","gbAmt","gmwbBalance","wbWithdrawalRate","withdrawal","FundValue1","FundValue2","FundValue3","FundValue4","FundValue5","FundValue6","FundValue7","FundValue8","FundValue9","FundValue10","FundNum1","FundNum2","FundNum3","FundNum4","FundNum5","FundNum6","FundNum7","FundNum8","FundNum9","FundNum10","FundFee1","FundFee2","FundFee3","FundFee4","FundFee5","FundFee6","FundFee7","FundFee8","FundFee9","FundFee10","age","ttm","fmv","Delta1","Delta2","Delta3","Delta4","Delta5","Rho1y","Rho2y","Rho3y","Rho4y","Rho5y","Rho7y","Rho10y","Rho30y"
"55555",55555,1,"M","WBSU",37196,44501,21306,41791,0.02,0.0075,0,341548.798354,136619.519342,0.05,204929.279013,0,14246.151698,8118.617539,0,0,13538.338877,0,0,9784.647479,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.1232876712329,7.42465753424658,97018.320236,-7670.1396,-21404.95245,-14082.66485,0,0,-2.362876,-4.405503,-4.887546,-6.11709,-11.22209,-19.16863,-2.523257,0
"55987",55987,1,"F","WBSU",38292,46327,26177,41791,0.02,0.0075,0,133593.661663,73476.513915,0.05,60117.147748,12317.034991,0,0,0,0,11871.714737,0,8958.401187,8202.905435,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.7780821917808,12.427397260274,32624.772598,-21298.9608,-6425.9219,-5078.2062,-3957.12585,0,-0.570019,-0.881338,-1.7918,-2.99296,-5.386679,-10.510601,-14.281616,-0.470824
"56962",56962,1,"F","WBSU",38261,46661,20546,41791,0.02,0.0075,0,159861.864762,87112.643763,0.05,71937.839143,0,10102.07928,0,5139.07149,9254.588436,10612.236358,8378.806006,0,0,8389.986752,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,58.2054794520548,13.3424657534247,35585.642573,-10643.9258,-13937.6066,-5093.4882,-5859.4862,-9545.4264,-0.671795,-1.033836,-1.986059,-3.493395,-6.620306,-12.409994,-15.343316,-0.405251
"57480",57480,1,"M","WBSU",40422,49919,20729,41791,0.02,0.0075,0,280146.003947,238124.103355,0.05,42021.900592,0,43810.592009,0,23642.337676,29874.327723,45609.709444,37541.055086,0,33746.818134,34112.214049,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.7041095890411,22.2684931506849,6107.225234,-20390.13275,-29285.1197,-18961.6817,-13189.96395,-16772.0547,-0.434208,-0.467041,-1.118665,-1.703078,-3.364194,-8.755498,-47.827238,-26.679888
"57865",57865,1,"M","WBSU",39114,48245,21702,41791,0.02,0.0075,0,182945.776631,118914.75481,0.05,64031.021821,8737.258359,7902.2776,4512.133073,5571.653909,8005.107395,8443.22167,6326.54374,0,5403.249304,7020.089706,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,55.0383561643836,17.6821917808219,49160.236594,-15550.3897,-12084.78905,-10768.2336,-5794.66195,-7990.2019,-0.700663,-1.012019,-1.933949,-3.188327,-7.115757,-13.838265,-31.135172,-5.886146
"57929",57929,1,"F","WBSU",39934,49065,21064,41791,0.02,0.0075,0,367226.758929,253239.279311,0.05,90692.401003,39906.313503,39373.605371,23309.218027,16822.532104,21283.349307,39836.398392,30639.901559,26266.949169,27483.402571,27071.178205,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.786301369863,19.9287671232877,1667.586651,-34057.8284,-22884.2829,-21685.8607,-13872.7284,-11303.6869,-0.560893,-0.711995,-1.501203,-2.222147,-4.416323,-11.781061,-47.131578,-13.708961
"58224",58224,1,"M","WBSU",40695,49461,26146,41791,0.02,0.0075,0,211696.372643,190526.735378,0.05,21169.637264,23789.953928,21496.652876,16602.740377,14572.429164,17283.383056,22884.067593,19930.596321,18750.679095,17998.226126,18650.129568,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.8630136986301,21.013698630137,8548.612155,-26996.68675,-16961.18155,-18699.73895,-13292.64795,-10764.64895,-0.377785,-0.359668,-0.91232,-1.412397,-2.742425,-7.182395,-43.38747,-28.451346
"59648",59648,1,"M","WBSU",39052,47818,26390,41791,0.02,0.0075,0,181017.368411,117661.289467,0.05,63356.078944,8397.857407,7681.210683,4404.177743,5401.390821,7856.445481,8152.014303,6128.505523,0,5267.589896,6824.15831,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.1945205479452,16.5123287671233,52264.920576,-15478.8315,-12143.41045,-10822.24535,-5810.3792,-8078.9654,-0.722193,-1.035391,-2.041061,-3.489967,-7.243719,-13.838083,-31.450532,-5.62599
"59783",59783,1,"F","WBSU",40299,48700,25934,41791,0.02,0.0075,0,357590.043169,261050.624583,0.05,71518.008634,36489.84063,33139.680204,25296.918788,18013.639109,22483.824563,35196.34618,30496.732553,25911.17166,27578.614742,26634.991992,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,43.4438356164384,18.9287671232877,8376.791532,-37722.38995,-23978.20965,-26469.4734,-16647.97125,-13701.4038,-0.628422,-0.817542,-1.682365,-2.482561,-4.899649,-12.991998,-58.147162,-21.484463
"61451",61451,1,"M","WBRU",40603,49369,26908,41791,0.02,0.0075,0.05,159246.63069,114795.653186,0.05,22767.573844,13687.797777,12106.49475,9534.692478,8483.555118,10045.79821,13054.536369,11458.352484,10853.997193,10277.055265,10731.729282,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.7753424657534,20.7616438356164,14921.815167,-21478.78735,-13536.952,-15020.9947,-10304.5038,-8157.7583,-0.465247,-0.664309,-1.401356,-2.158884,-4.649406,-15.776958,-27.876231,-1.034642
"61592",61592,1,"M","WBRU",39600,47635,21033,41791,0.02,0.0075,0.05,505800.750246,281340.864058,0.05,114967.258779,26544.109397,25946.115986,13987.087333,15402.500477,20292.776506,26443.527714,19398.088461,20717.543047,17013.863199,20491.475322,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.8712328767123,16.0109589041096,95841.965417,-54246.7873,-37202.18045,-32027.6804,-24013.3667,-19882.56575,-2.248993,-3.707406,-7.200239,-14.204287,-28.972064,-48.077365,-9.646919,0
"62453",62453,1,"F","WBRU",40817,48488,21094,41791,0.02,0.0075,0.05,426028.909855,344832.243476,0.05,41588.536438,46504.87101,44886.162777,35380.406001,26676.377199,31798.531448,45902.244502,40665.35315,35356.747004,38108.15569,36486.829861,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.7041095890411,18.3479452054795,15723.085857,-52089.6418,-34315.74295,-38546.3875,-24552.2333,-19690.05045,-0.897056,-1.192079,-2.704014,-4.218289,-8.958077,-28.87653,-72.480015,-5.658657
"62454",62454,1,"M","WBRU",40575,49341,21276,41791,0.02,0.0075,0.05,446120.091668,321593.286467,0.05,63782.022176,42339.101379,0,28652.901262,26164.678715,31172.280582,40759.177546,34937.674967,33524.638628,31378.419441,33163.393472,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.2054794520548,20.6849315068493,42874.902778,-66880.63195,-20043.55015,-46108.8587,-31810.68,-25254.462,-1.335589,-1.927786,-4.008254,-6.127569,-13.239888,-44.702699,-74.50975,-2.569536
"63009",63009,1,"F","WBRU",37803,45108,26696,41791,0.02,0.0075,0.05,620801.646717,129450.906363,0.05,251667.452376,9392.777072,9141.483252,0,3782.251408,7356.379674,9375.032684,7585.108434,6150.601149,6921.665316,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.3561643835616,9.08767123287671,101517.3179,-22050.51915,-15137.00275,-8723.9052,-6885.55295,-7387.49275,-4.080875,-6.826416,-8.334443,-1.733495,0,0,0,0
"63273",63273,1,"F","WBRU",40330,48731,26207,41791,0.02,0.0075,0.05,140199.799948,101065.419983,0.05,20044.438519,25712.675011,0,0,11916.352957,14957.366829,25085.152745,0,17680.390739,0,18265.018646,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.6958904109589,19.013698630137,3790.64867,-26072.7213,-6689.34245,-1880.23245,-12937.10175,-10422.8758,-0.37188,-0.547795,-1.140006,-1.74064,-3.666627,-12.332117,-16.041043,-0.078975
"63330",63330,1,"M","WBRU",38261,46296,26085,41791,0.02,0.0075,0.05,245574.208087,66660.695967,0.05,91638.628159,3605.030012,3364.847516,2121.45778,1711.745816,3082.561327,3534.773007,2790.851645,2559.808487,2471.709104,2794.57578,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,43.0301369863014,12.3424657534247,50448.198177,-6994.90185,-4768.27885,-4521.12505,-2716.42795,-2778.90685,-1.790574,-3.18039,-4.228207,-4.884764,-2.2063,0,0,0
"63510",63510,1,"M","WBRU",37257,44927,21582,41791,0.02,0.0075,0.05,700586.356896,64115.356537,0.05,325997.341647,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,55.3671232876712,8.59178082191781,63464.906248,0,0,0,0,0,-3.361513,-3.549494,0,0,0,0,0,0
"63705",63705,1,"F","WBRU",38047,45717,21064,41791,0.02,0.0075,0.05,573681.940034,119625.402887,0.05,232565.543416,4042.510516,3666.432606,2364.62639,1862.133344,3519.640445,3920.573535,3120.475673,2828.248327,2737.326758,3107.271883,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.786301369863,10.7561643835616,114739.698154,-5370.3819,-3676.73015,-3470.2232,-1977.0298,-2057.5644,-4.294127,-6.005726,-9.240871,-7.902361,0,0,0,0
"64420",64420,1,"M","WBRU",38777,45717,21582,41791,0.02,0.0075,0.05,227845.150005,76902.452735,0.05,77312.113236,5260.051251,0,2782.147101,3069.716532,4753.606791,4947.169699,3856.146259,0,3242.070443,4107.968411,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,55.3671232876712,10.7561643835616,53578.013898,-10214.41915,-3502.11595,-7227.9473,-3570.9139,-5156.62705,-1.341829,-4.10468,-3.8249,-5.178276,-8.412014,-2.889556,0,0
"65119",65119,1,"M","WBRU",37956,45627,21306,41791,0.02,0.0075,0.05,537814.729231,112146.294267,0.05,218025.295957,0,0,0,0,13146.546283,0,0,10560.268742,10500.94385,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.1232876712329,10.5095890410959,103574.529162,-5177.56225,-3100.70965,-7234.9891,-5177.56225,-12905.1833,-4.543641,-5.682638,-8.039834,-5.16673,0,0,0,0
"66034",66034,1,"F","WBRU",39539,46478,26543,41791,0.02,0.0075,0.05,207138.181408,99372.794927,0.05,55196.90527,13105.398261,13299.884965,0,8129.888718,10925.169534,0,0,0,8433.083367,10499.434857,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.7753424657534,12.841095890411,42946.841426,-13128.8188,-15452.592,-6823.87435,-8615.48445,-11157.0046,-0.910359,-1.559654,-3.084443,-6.449384,-11.39147,-18.116553,-3.044659,0
"67523",67523,1,"M","WBRU",37895,45566,27120,41791,0.02,0.0075,0.05,492129.736922,102619.960546,0.05,199505.007412,4355.9666,4077.983713,2672.627095,1872.951714,3588.822745,4279.988712,3444.259394,2945.330591,3080.403058,3320.619499,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.1945205479452,10.3424657534247,93554.892369,-10635.45035,-7301.4359,-7107.52645,-3941.40975,-4187.40335,-3.773689,-5.299139,-7.110195,-3.441591,0,0,0,0
"68157",68157,1,"M","WBRU",37347,45017,26177,41791,0.02,0.0075,0.05,744813.050341,68162.837894,0.05,346576.938082,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.7780821917808,8.83835616438356,67614.540307,0,0,0,0,0,-3.826615,-5.228484,0,0,0,0,0,0
"68794",68794,1,"F","WBRU",40422,49188,26054,41791,0.02,0.0075,0.05,423289.300192,305135.32055,0.05,60517.892012,41880.095836,39301.412637,26896.483459,21208.963999,26799.530142,40915.35697,33677.164108,30054.967033,30273.446759,30601.234515,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,43.1150684931507,20.2657534246575,25429.670882,-57714.60715,-37853.0702,-38826.74085,-24860.0778,-20220.93405,-1.184468,-1.719937,-3.621697,-5.570201,-12.086199,-40.850406,-57.434979,-1.06454
"69533",69533,1,"M","WBRU",39234,48731,21033,41791,0.02,0.0075,0.05,169681.863444,81403.442399,0.05,45215.776633,0,0,0,0,0,11183.599629,8318.336983,0,7164.057479,9493.513923,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.8712328767123,19.013698630137,49982.171925,-11237.81455,-7495.08605,-9718.19495,-1663.2559,-1663.2559,-0.863512,-2.853967,-3.372089,-3.96049,-7.660615,-9.644619,-0.204117,0
"69584",69584,1,"M","WBRU",40026,49157,25873,41791,0.02,0.0075,0.05,475179.116815,302470.549859,0.05,88460.485514,43173.547767,41722.564069,24831.707286,20053.239019,25403.626573,42738.664861,32891.324912,29812.957201,29228.733047,30206.006632,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,43.6109589041096,20.1808219178082,27807.405398,-61981.57785,-41674.5175,-39313.13265,-25214.96475,-20155.17535,-1.477463,-2.31144,-4.627203,-7.030798,-15.898628,-50.911031,-33.281734,1e-06
"69921",69921,1,"F","WBRU",39114,47515,20363,41791,0.02,0.0075,0.05,183684.619632,74740.670486,0.05,55800.559319,0,4331.526478,2473.264655,3054.026656,4387.891238,4628.037646,3467.809297,3933.822249,2961.717952,3847.967128,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,58.7068493150685,15.6821917808219,47808.671746,-6364.23465,-6911.38435,-6189.40035,-5025.02575,-4506.8154,-0.951584,-2.385704,-4.275159,-4.195288,-7.981279,-8.017667,0,0
"70882",70882,1,"F","DBRP",38596,48823,20699,41791,0.02,0.0025,0,370357.437651,0,0,0,39914.12454,36200.588945,22213.227112,21566.783046,35382.15639,38656.007393,30029.762009,30201.236586,0,31370.843525,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.786301369863,19.2657534246575,-840.262849,-10924.1572,-6108.5107,-4757.6699,-4991.442,-5252.0561,-0.062016,0.000429,-0.122958,-0.227962,-0.499134,-1.516061,-15.361668,-17.382275
"72294",72294,1,"M","DBRP",38200,48792,26359,41791,0.02,0.0025,0,158757.6303,0,0,0,17898.442122,17320.775177,10832.821844,8266.4006,15055.170949,0,14053.242459,12534.60107,12652.634323,13933.455263,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.2794520547945,19.1808219178082,-2608.23258,-2534.60075,-1725.2543,-2145.223,-1327.3957,-1465.52965,-0.012216,0.000268,-0.028443,-0.055066,-0.125978,-0.383698,-3.272425,-3.326456
"72303",72303,1,"F","DBRP",38504,48366,27668,41791,0.02,0.0025,0,297454.398461,0,0,0,32769.066243,29900.704717,19246.886195,16862.488107,28577.966257,31815.971747,25335.292487,24204.427479,22267.079052,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.6931506849315,18.013698630137,-7447.486654,-3731.49315,-2375.6559,-2266.5279,-1412.1851,-1483.08865,-0.009484,-0.00347,-0.019796,-0.034119,-0.073516,-0.220537,-1.940619,-1.701819
"72944",72944,1,"F","DBRP",36800,45566,22494,41791,0.02,0.0025,0,210578.851498,0,0,0,13124.77689,16504.168501,7673.052129,7927.652194,17056.348735,14597.934033,10161.714416,10702.293295,9855.993305,12562.397391,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.8684931506849,10.3424657534247,-368.172081,-1706.99995,-1357.68235,-1074.5201,-766.3373,-977.95325,-0.036481,-0.056973,-0.114963,-0.174917,-0.368197,-1.037799,-1.403301,-0.013389
"73079",73079,1,"M","DBRP",40179,45658,21337,41791,0.02,0.0025,0,141541.549894,0,0,0,22351.527793,21813.849684,13625.965426,10954.299141,13692.943246,0,17527.38343,15841.806463,15794.739787,16129.53417,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.0383561643836,10.5945205479452,-2533.721168,-2139.8029,-1443.5253,-1812.9975,-1205.0914,-979.9206,-0.028069,-0.052026,-0.109211,-0.167674,-0.33962,-0.916674,-1.407565,-0.028001
"73113",73113,1,"F","DBRP",40179,48945,24351,41791,0.02,0.0025,0,257196.922755,0,0,0,36553.716943,35674.397481,22283.921165,17914.67473,22393.456777,36297.229491,28664.305124,25907.710411,25830.737509,26378.260669,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,47.7808219178082,19.6,-9547.955348,-4674.5849,-3170.6607,-3029.08415,-1966.1968,-1628.69445,-0.001071,0.010542,-0.009283,-0.027893,-0.067348,-0.220317,-2.546445,-3.06996
"73275",73275,1,"M","DBRP",39448,45292,27760,41791,0.02,0.0025,0,429828.538286,0,0,0,42306.543379,42631.117664,22760.200951,25720.49038,35532.795701,42669.107901,31249.228325,33855.152897,27779.817873,33992.694957,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.441095890411,9.59178082191781,-6083.299335,-3481.49355,-2408.359,-2076.6283,-1607.5081,-1419.0277,-0.036162,-0.056736,-0.110481,-0.168003,-0.365456,-1.06059,-0.871384,0
"73809",73809,1,"F","DBRP",39326,49553,21186,41791,0.02,0.0025,0,188818.072821,0,0,0,16580.250352,16255.524749,8673.13272,11538.491994,15773.798631,16542.341511,12079.320832,14216.816137,10591.118566,13902.607469,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.4520547945205,21.2657534246575,482.149844,-5078.81575,-3309.48835,-2936.14365,-2701.2358,-2548.22165,-0.020688,0.027165,-0.026629,-0.06911,-0.159217,-0.537218,-7.894508,-13.05239
"73894",73894,1,"M","DBRP",37987,45658,20149,41791,0.02,0.0025,0,374893.092305,0,0,0,39493.160536,36420.580958,23603.667859,18320.62002,34732.014388,38560.800717,0,27729.901219,27284.728082,30695.769199,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,59.2931506849315,10.5945205479452,3562.364831,-8240.1116,-6463.4507,-4817.9436,-3896.1513,-4325.35435,-0.226279,-0.346543,-0.659397,-0.967558,-1.989411,-5.502758,-8.309725,-0.16392
"75051",75051,1,"M","DBRP",39326,45901,27729,41791,0.02,0.0025,0,156194.450011,0,0,0,13715.546642,13446.926504,7174.60556,9544.89358,13048.432097,13684.187618,9992.279053,11760.462038,8761.205507,11500.541738,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.5260273972603,11.2602739726027,-2118.2567,-1395.0304,-940.50815,-809.5837,-703.39615,-630.47165,-0.012406,-0.017267,-0.038118,-0.059967,-0.131906,-0.394798,-0.835691,-0.050387
"75273",75273,1,"M","DBRP",38322,48914,26665,41791,0.02,0.0025,0,401447.489827,0,0,0,41736.714617,37577.954783,0,21495.146304,37985.700008,40328.348526,31813.698614,30854.297064,27703.046761,32831.340025,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.441095890411,19.5150684931507,-6395.406686,-7586.8738,-4880.3966,-3030.86985,-3278.23455,-3607.28855,-0.025776,0.009187,-0.055456,-0.115156,-0.269664,-0.858023,-7.994964,-8.678075
"75822",75822,1,"F","DBRP",38808,45383,26359,41791,0.02,0.0025,0,157461.717428,0,0,0,18280.08434,15664.145508,9391.824724,10852.18745,16621.045726,17294.986552,13206.150266,0,0,14300.013944,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.2794520547945,9.84109589041096,-2140.115487,-1145.6123,-760.7948,-560.40145,-408.53115,-598.79435,-0.009901,-0.015855,-0.030642,-0.045763,-0.096067,-0.270148,-0.262426,0
"76140",76140,1,"M","DBRP",40148,48914,21276,41791,0.02,0.0025,0,345816.686747,0,0,0,47189.43467,45944.58356,28460.547095,24107.525666,30081.993501,46813.671343,36806.758964,34156.744546,33073.393447,34529.498398,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.2054794520548,19.5150684931507,-6531.490005,-10952.50475,-7112.77625,-7048.90065,-5188.2515,-4452.7667,-0.034901,0.015355,-0.10453,-0.212903,-0.445141,-1.315121,-14.139197,-16.413477
"77520",77520,1,"M","DBRP",39114,48976,21217,41791,0.02,0.0025,0,189748.274616,0,0,0,17307.631009,15653.618014,8938.082301,11036.886631,15857.313506,16725.17387,12532.247546,14216.362552,10703.294027,13906.092425,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.3671232876712,19.6849315068493,4308.76275,-7101.756,-4429.7603,-4101.69565,-3616.33945,-3495.39675,-0.060837,-0.01197,-0.120123,-0.206279,-0.422867,-1.233698,-13.043842,-15.493004
"78238",78238,1,"F","DBRP",37469,45505,27364,41791,0.02,0.0025,0,366625.123777,0,0,0,39865.526313,42744.247159,23794.11155,14450.181534,29886.319723,41412.405409,31110.790508,24907.286825,28839.005085,29639.091138,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,39.5260273972603,10.1753424657534,-6791.308233,-2916.9716,-2172.87615,-1913.24195,-968.101,-1086.9399,-0.017751,-0.026935,-0.049977,-0.073361,-0.152626,-0.422854,-0.515102,-0.00205
"78690",78690,1,"M","DBRP",37104,45139,24869,41791,0.02,0.0025,0,270361.428124,0,0,0,28000.460609,30260.147769,0,12822.077789,27130.984312,29260.766794,21852.876137,0,20302.851311,23159.709289,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.3616438356164,9.17260273972603,-1838.511289,-2814.0077,-2402.51225,-1362.1813,-805.9125,-1510.1898,-0.058776,-0.100089,-0.189626,-0.28055,-0.577754,-1.495186,-0.847588,0
"78966",78966,1,"F","DBRP",38139,45078,19480,41791,0.02,0.0025,0,301635.696888,0,0,0,29446.584045,27161.876519,17727.324628,14229.419464,25750.181953,28745.605194,23058.882593,21099.328208,20445.321857,23074.983715,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,61.1260273972603,9.00547945205479,-993.832952,-4535.72795,-3012.26765,-2949.34555,-1838.76785,-1960.8448,-0.116744,-0.195997,-0.363063,-0.533432,-1.105643,-2.825326,-1.409801,0
"80104",80104,1,"M","MBSU",38930,45139,26846,41791,0.02,0.006,0,166846.725584,0,0,0,15054.291844,13726.804884,7889.597237,8888.328441,13280.93847,14597.304276,10983.894857,11902.12215,9430.630305,11880.278454,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.9452054794521,9.17260273972603,39056.697176,-22366.4555,-13900.819,-13153.8439,-11028.9681,-10802.1587,0.196623,0.967464,1.067088,1.368538,3.555673,-13.737847,-100.670582,0
"81703",81703,1,"F","MBSU",41214,49249,26054,41791,0.02,0.006,0,214412.232103,0,0,0,24541.908347,24771.175439,21225.218111,16315.594209,18448.528002,24654.825061,22849.871661,20054.52035,22271.1132,20860.001305,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,43.1150684931507,20.4328767123288,15031.800012,-33.15825,3022.03345,511.55965,-4173.62425,-4774.8964,0.864997,1.282069,1.585716,2.228077,4.577653,11.094804,15.406214,-183.135545
"81734",81734,1,"M","MBSU",38749,48976,25051,41791,0.02,0.006,0,439111.060795,0,0,0,39479.006322,34451.466026,21183.820887,22610.346583,35492.411304,37631.094106,29152.153946,30747.469333,24825.531333,30982.133258,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.8630136986301,19.6849315068493,49678.690658,-28015.46145,-14292.63045,-16843.1638,-16604.5494,-18789.07505,0.41321,1.496578,1.824448,2.537627,5.205055,14.012511,-25.948406,-334.531926
"81954",81954,1,"F","MBSU",39022,45231,25112,41791,0.02,0.006,0,269728.349635,0,0,0,23882.638634,21571.317838,12712.720835,15053.772636,22205.361851,23067.368808,17559.663412,19506.916528,15081.49823,19315.284196,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.6958904109589,9.42465753424658,62351.249352,-35698.93005,-21987.12485,-21057.266,-18401.4419,-18070.81805,0.324754,1.500866,1.704699,2.355681,5.416376,-9.265692,-179.053532,0
"82460",82460,1,"M","MBSU",38018,48611,25112,41791,0.02,0.006,0,174658.76865,0,0,0,0,17771.16113,11375.6373,8976.621537,17004.576811,18748.797875,14899.842453,0,13198.345375,14945.211414,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.6958904109589,18.6849315068493,23732.36465,-6754.39495,-8520.04975,-9700.8078,-4998.29145,-9602.75345,0.173191,0.640823,0.761426,1.007485,2.161979,5.950668,-19.295499,-127.891487
