"","recordID","gender","productType","age","ttm","gbAmt","gmwbBalance","wbWithdrawalRate","withdrawal","FundValue1","FundValue2","FundValue3","FundValue4","FundValue5","FundValue6","FundValue7","FundValue8","FundValue9","FundValue10","fmv"
"71154",71154,"F","DBRP",45.0301369863014,11.2602739726027,173430.519752,0,0,0,19036.322855,18663.494866,9957.904804,13247.716663,18110.409495,18992.798486,13868.659782,0,0,15962.03427,-2576.215662
"71329",71329,"F","DBRP",38.1917808219178,18.3479452054795,390783.217005,0,0,0,35957.091543,32688.71274,19297.454658,22392.10557,33100.39756,34820.246487,26546.384741,29192.32084,22881.488548,29038.977885,-8976.651164
"72639",72639,"M","DBRP",60.5397260273973,11.841095890411,141022.842321,0,0,0,26068.612602,25076.077543,16013.780067,10382.985189,13230.912488,25761.80272,20533.546761,16684.36938,18468.400019,0,-3290.160568
"73113",73113,"F","DBRP",47.7808219178082,19.6,257196.922755,0,0,0,36553.716943,35674.397481,22283.921165,17914.67473,22393.456777,36297.229491,28664.305124,25907.710411,25830.737509,26378.260669,-9547.955348
"73187",73187,"M","DBRP",61.8739726027397,10.9232876712329,358253.841007,0,0,0,34697.491922,32659.896001,20865.143405,16411.462233,29891.195475,34148.954923,27155.613282,24597.797271,24220.001987,27098.907482,5587.588675
"73275",73275,"M","DBRP",38.441095890411,9.59178082191781,429828.538286,0,0,0,42306.543379,42631.117664,22760.200951,25720.49038,35532.795701,42669.107901,31249.228325,33855.152897,27779.817873,33992.694957,-6083.299335
"73916",73916,"F","DBRP",60.7068493150685,19.9287671232877,175128.119392,0,0,0,0,28189.523785,21518.255139,0,19125.359792,29938.980451,25941.359795,22040.755533,23459.128496,22656.457022,-4422.945108
"74344",74344,"M","DBRP",53.7013698630137,20.3479452054795,159569.91882,0,0,0,21632.919602,20275.485658,13953.511262,11381.191339,14322.340094,21123.958401,17433.422811,15821.339902,15679.109833,16044.095594,-3795.300897
"74438",74438,"M","DBRP",52.7013698630137,12.0082191780822,157368.754572,0,0,0,10581.421217,0,5560.182329,6598.470568,14415.137305,11636.779591,7770.72242,8775.1452,7314.170185,10025.843785,2548.701948
"74569",74569,"M","DBRP",38.9452054794521,19.9287671232877,149212.502364,0,0,0,14632.330421,14393.037239,7711.217714,9242.490567,12283.334966,14613.775821,10693.760908,11927.50545,9397.345796,11731.959541,-3014.005526
"75051",75051,"M","DBRP",38.5260273972603,11.2602739726027,156194.450011,0,0,0,13715.546642,13446.926504,7174.60556,9544.89358,13048.432097,13684.187618,9992.279053,11760.462038,8761.205507,11500.541738,-2118.2567
"75155",75155,"F","DBRP",54.2027397260274,18.4328767123288,390916.30512,0,0,0,37514.308322,34248.885977,21526.117966,20819.353955,33461.655758,36426.140313,28658.056108,28763.224085,25069.906468,29893.703566,-3660.07508
"75496",75496,"M","DBRP",37.4383561643836,20.6849315068493,400697.169959,0,0,0,55536.283738,53501.096154,35236.109397,28073.083085,34918.784011,54859.40797,44420.931363,39971.868193,40189.460892,40747.009172,-15413.136035
"75745",75745,"F","DBRP",62.7917808219178,19.5150684931507,396739.644025,0,0,0,37122.534697,33423.544308,21183.054804,19118.762025,33786.21148,35869.869757,28296.552363,27443.216932,24640.351403,29201.688978,9262.636767
"75995",75995,"F","DBRP",38.1917808219178,9.42465753424658,186472.181227,0,0,0,15509.432573,17235.849723,9822.390975,7075.123907,14919.792212,16379.495272,12481.906641,10909.286634,11838.054031,12994.571662,-2496.085183
"76704",76704,"M","DBRP",60.7068493150685,19.0958904109589,187583.805799,0,0,0,21133.107722,20239.328757,0,9827.047604,17792.179065,20939.059519,16563.927022,14850.698196,14856.262195,16431.589494,4839.252932
"76901",76901,"M","DBRP",61.3698630136986,18.7616438356164,407345.178727,0,0,0,39023.153953,35392.799466,22826.206462,17975.541658,33975.785692,37846.072143,30122.569164,27301.640759,26423.956868,29995.110358,17308.66154
"77161",77161,"M","DBRP",60.7890410958904,7.00547945205479,344100.323666,0,0,0,26237.459201,27880.48107,16010.689844,13234.014814,27740.105416,27244.044944,20736.415633,19467.682415,19262.606754,22565.987322,4442.151057
"77256",77256,"M","DBRP",45.6109589041096,19.7616438356164,182098.051343,0,0,0,26565.361358,25147.41792,16917.547481,14258.354524,17647.461186,26057.133931,0,19694.655355,19172.434896,19879.519113,-5509.081522
"77760",77760,"F","DBRP",60.041095890411,10.2602739726027,150039.947353,0,0,0,16809.105308,15733.758313,10051.456257,7864.450602,0,16500.276638,13118.134256,11848.036783,11664.950879,13014.569048,-650.614291
"77761",77761,"M","DBRP",53.0356164383562,10.5095890410959,387279.624777,0,0,0,0,38118.813759,22788.655468,23006.899022,36743.230924,40370.021756,30989.632735,31786.207388,26934.539112,32752.293371,-380.497096
"77816",77816,"F","DBRP",38.1917808219178,18.9287671232877,192936.760993,0,0,0,30396.107341,27605.41727,0,15005.395982,18729.069052,29318.623979,25403.8368,21584.055767,22973.039058,22186.999494,-7692.012517
"78161",78161,"F","DBRP",52.6164383561644,20.5150684931507,166867.595668,0,0,0,15373.38276,15333.913423,7967.350501,10149.574775,13825.957775,15442.049259,11146.889142,12832.364038,9804.717201,12623.830825,-1703.943028
"78238",78238,"F","DBRP",39.5260273972603,10.1753424657534,366625.123777,0,0,0,39865.526313,42744.247159,23794.11155,14450.181534,29886.319723,41412.405409,31110.790508,24907.286825,28839.005085,29639.091138,-6791.308233
"78545",78545,"M","DBRP",52.2027397260274,18.8465753424658,385249.811223,0,0,0,44303.552524,44202.550556,38928.544249,33812.70435,37171.829264,44294.426301,41562.250932,38768.347981,40492.060107,39570.347953,-9879.244869
"78682",78682,"M","DBRP",46.6986301369863,9.25753424657534,159803.137142,0,0,0,0,19683.597951,13283.342225,11590.886296,14915.826,20942.655897,17053.950492,16212.363164,15078.656854,16326.920937,-2410.612635
"78721",78721,"F","DBRP",51.7013698630137,10.3424657534247,155651.808236,0,0,0,17609.690783,19186.916175,10894.532899,6142.266774,12676.74167,18401.1944,13989.547178,10759.298309,13123.385595,12994.019944,-2513.50806
"79048",79048,"M","DBRP",45.8630136986301,19.6,383220.921052,0,0,0,36898.681895,33879.391601,20979.324691,18564.372944,32605.678526,35932.767619,28074.932345,26957.941108,24572.376854,28807.646575,-3576.978193
"79117",79117,"F","DBRP",54.1205479452055,10.1753424657534,367997.911934,0,0,0,33370.401143,32023.437292,17670.849768,22479.258593,30838.109781,33011.540844,24461.411609,28154.413418,21364.537095,27592.141575,-3236.617018
"79666",79666,"F","DBRP",60.7890410958904,10.1753424657534,357092.451246,0,0,0,32381.483581,31074.436428,17147.181695,21813.095381,29924.23559,32033.257953,23736.508141,27320.069421,20731.408178,26774.460264,-395.825631
"79714",79714,"M","DBRP",56.2054794520548,7.17260273972603,173482.151356,0,0,0,18863.838895,20226.011461,11259.05835,6837.634459,14141.810545,19595.801589,14721.213898,11785.798142,13646.235134,14024.825254,-938.910342
"80328",80328,"M","MBSU",38.441095890411,19.2657534246575,463796.250288,0,0,0,40526.781617,37672.475443,21829.276906,24474.432894,36398.575023,39599.333205,29974.829593,32403.614064,26029.386368,32543.4893,59619.621125
"80721",80721,"M","MBSU",45.358904109589,7.17260273972603,439743.96303,0,0,0,40188.66962,43090.724898,23986.98265,14567.312296,30128.573246,41748.087461,31362.969387,25109.181138,29072.76925,29879.340668,117646.319661
"80731",80731,"M","MBSU",53.7013698630137,18.5150684931507,405332.269983,0,0,0,40608.715091,0,21045.717236,26810.051943,36521.199591,40790.097311,29444.452947,33896.626611,25899.112354,33345.787154,39276.353808
"81113",81113,"F","MBSU",44.9479452054794,10.1753424657534,173308.22692,0,0,0,17414.151809,15878.572474,9126.343864,10281.632799,15362.813547,0,12705.693132,13767.858635,10908.944073,13742.590795,39902.154451
"81220",81220,"F","MBSU",53.0356164383562,20.3479452054795,169578.9692,0,0,0,32363.583927,30332.816552,20874.927708,17026.649564,21426.708193,0,26080.993813,0,0,24002.513015,8956.714283
"81221",81221,"F","MBSU",44.8630136986301,9.00547945205479,370805.344827,0,0,0,0,44652.953545,28256.149687,16954.51089,34010.795486,44671.464945,35603.162485,28191.784341,0,33271.963092,86091.923946
"81734",81734,"M","MBSU",45.8630136986301,19.6849315068493,439111.060795,0,0,0,39479.006322,34451.466026,21183.820887,22610.346583,35492.411304,37631.094106,29152.153946,30747.469333,24825.531333,30982.133258,49678.690658
"81787",81787,"F","MBSU",60.7068493150685,10.841095890411,190943.853734,0,0,0,14701.082069,16771.583366,8382.209849,7554.483745,16033.850339,15711.816443,0,11011.134681,10524.382815,12785.343624,49406.66623
"81886",81886,"F","MBSU",54.0356164383562,20.4328767123288,419733.742098,0,0,0,37407.2733,37475.354261,19048.991103,24847.738738,34123.025961,37640.582938,26886.731154,31320.421151,23597.915786,30762.310375,40517.034814
"81953",81953,"M","MBSU",46.2821917808219,16.9260273972603,149792.831331,0,0,0,12357.534523,11455.545611,6508.112899,8681.328021,12085.104,12058.995281,9035.488906,10649.854225,7804.07702,10343.886957,21532.674458
"82166",82166,"F","MBSU",39.1945205479452,19.6,411036.370925,0,0,0,37058.552681,34026.180719,21070.221736,18644.806735,32746.949032,36088.453392,28196.572503,27074.741682,24678.841502,28932.461361,52566.332093
"82275",82275,"F","MBSU",62.1260273972603,17.6821917808219,389610.290751,0,0,0,34735.349518,32222.870888,20626.434554,16276.511967,30832.891508,33995.532921,27016.563302,24512.129992,23931.389505,27098.826817,44245.901811
"82400",82400,"M","MBSU",59.041095890411,19.3479452054795,142139.367149,0,0,0,16353.01636,16489.91329,14369.881403,10827.793392,12284.14522,16421.946011,15347.900978,13336.043646,15002.331595,13928.52898,6036.986226
"82561",82561,"M","MBSU",61.6219178082192,19.013698630137,421500.892238,0,0,0,38579.395764,35586.089793,23225.426475,18642.651527,33736.560378,37661.009426,30210.558756,27643.25166,26786.406268,30231.653615,30464.473571
"83344",83344,"F","MBSU",52.9534246575342,10.5945205479452,201605.363657,0,0,0,12663.162027,14988.429179,7183.662074,7103.584369,15388.872128,13736.211255,9652.944475,9938.786088,9134.168106,11551.632397,60938.256813
"83612",83612,"M","MBSU",37.6054794520548,10.5945205479452,401132.922085,0,0,0,36165.669456,33206.359011,20562.558965,18195.581551,31957.94894,35218.943594,27517.208502,26422.406906,24084.233186,28235.366965,86495.2433
"83762",83762,"F","MBSU",38.1917808219178,9.17260273972603,452127.784801,0,0,0,45098.508651,40617.335195,25912.057058,23946.232445,39901.654219,0,34481.127829,33828.145492,30050.156723,35489.812685,112132.169102
"84171",84171,"F","MBSU",45.358904109589,18.8465753424658,452971.824908,0,0,0,56856.809809,51827.223005,37643.328988,30885.509048,38244.531135,54922.417107,46448.287194,42405.327262,41665.685576,42752.517054,38062.430591
"84184",84184,"M","MBSU",53.9534246575342,23.8493150684932,192326.651824,0,0,0,21416.52156,21367.696788,18818.220204,16345.201918,17969.016874,21412.109906,20091.364968,18740.780662,19574.030272,19128.470784,3487.398955
"84329",84329,"F","MBSU",53.4493150684931,8.08767123287671,376037.92357,0,0,0,34686.103891,33758.113855,22188.766765,13967.28191,27165.996561,34620.576553,28010.65725,22713.238995,25560.662242,26278.645175,92316.84907
"84386",84386,"F","MBSU",37.3534246575342,10.0082191780822,178290.319679,0,0,0,15421.326536,14296.718574,8004.457066,10694.297739,14718.609626,15049.182043,11193.548742,13203.91592,9640.295499,12774.922565,41014.669
"84764",84764,"M","MBSU",52.7013698630137,10.1753424657534,188470.036922,0,0,0,17224.477614,18468.27062,10280.590266,6243.410068,12912.816979,17892.829116,13441.867303,10761.553754,12460.309532,12805.998291,41181.632211
"86042",86042,"M","MBSU",53.1205479452055,17.7616438356164,180908.504877,0,0,0,25781.336913,0,15080.537057,0,0,25003.676995,19901.008136,18037.311887,0,19816.800221,24146.069126
"86126",86126,"F","MBSU",61.2082191780822,8.59178082191781,440310.916156,0,0,0,39953.542591,34658.436364,21290.540297,22788.272936,36109.388654,37992.845369,29400.702336,31053.276589,24957.819925,31281.432756,101962.395049
"86166",86166,"M","MBSU",52.3643835616438,10.1753424657534,407043.06367,0,0,0,36500.612603,32873.761489,20972.000732,19380.954713,32294.522955,35251.381078,27907.403741,27378.910537,24321.184048,28723.78584,87664.172314
"86189",86189,"F","MBSU",45.6109589041096,19.6,226298.082011,0,0,0,28176.352671,25997.99804,18993.683011,16735.606395,20145.521814,27334.906188,23205.257835,21875.8591,20945.890137,21838.939826,17313.104245
"86259",86259,"M","MBSU",46.2821917808219,21.9315068493151,176278.837632,0,0,0,16158.404336,14978.986101,8509.84632,11351.488282,0,15768.041859,11814.580234,13925.484114,10204.416725,13525.408935,19877.420313
"86575",86575,"M","MBSU",37.9424657534247,18.5150684931507,177955.806282,0,0,0,18535.469127,17703.449143,17670.884877,17590.075022,17696.445433,18206.046286,18099.682553,18067.466318,17689.25002,17851.928999,12615.649914
"86643",86643,"M","MBSU",45.7780821917808,12.6794520547945,434318.47427,0,0,0,39541.738823,42728.352759,24960.835953,13093.255345,26702.393963,41177.20624,31725.881411,23505.465562,29804.319733,28537.583469,85394.613941
"86861",86861,"F","MBSU",39.3561643835616,20.0958904109589,150747.55023,0,0,0,22807.122735,23230.308605,20527.15389,0,16840.900142,22996.069513,0,18220.231268,21343.632348,19334.855362,12859.914358
"89287",89287,"M","MBSU",60.2931506849315,8.17260273972603,401450.702736,0,0,0,31860.23266,34431.410316,18965.866145,14589.559338,30870.901896,33294.267937,24865.223746,22505.334633,23101.533059,26352.199579,107654.578813
"89462",89462,"M","MBSU",44.5287671232877,9.50684931506849,163067.948469,0,0,0,14548.36968,13725.871544,8638.405383,6638.834298,12612.916533,14336.101228,11315.211334,10131.618247,10074.701404,11276.113673,38038.461313
"89487",89487,"F","MBSU",61.4547945205479,19.7616438356164,212438.031192,0,0,0,28459.175894,28803.734723,17888.26719,10262.524613,13232.174946,28711.831671,22677.255093,17350.530105,20805.169467,18617.288428,13449.536412
"89841",89841,"M","MBSU",37.8575342465753,10.2602739726027,172507.292939,0,0,0,16679.544458,15504.802107,8984.241534,10072.904269,0,16297.835959,12336.693981,13336.305027,10712.874051,13393.87326,42144.435634
"89972",89972,"M","MBSU",59.8739726027397,10.0082191780822,144418.598994,0,0,0,13879.524493,12867.353217,7204.182963,9625.097236,13247.064208,0,10074.433841,11883.807401,8676.472623,11497.704184,30580.73585
"90349",90349,"F","IBRP",52.5342465753425,18.1808219178082,120108.34623,0,0,0,16956.089916,17100.906433,15249.86717,11039.047219,0,17028.83033,16101.328096,13712.87059,15812.867417,14464.086048,162.178181
"90551",90551,"M","IBRP",60.3698630136986,8.92054794520548,404610.7151,0,0,0,33379.373604,30942.979449,17579.293953,23449.442188,32643.501882,32572.978698,24406.078683,28766.697949,21079.868482,27940.238938,114606.535032
"90570",90570,"M","IBRP",39.1123287671233,20.2657534246575,371298.102358,0,0,0,49398.679911,44921.357153,30314.872402,26452.396778,34040.48125,47794.744011,38920.049212,36999.402132,0,37260.842679,15934.514647
"90993",90993,"F","IBRP",59.4547945205479,8.67671232876712,421928.807271,0,0,0,32538.295578,37537.443765,18184.73449,16482.71853,35657.716107,0,24617.766931,24233.285353,23047.826328,28228.886529,164990.983696
"91025",91025,"M","IBRP",61.041095890411,18.6,365425.686436,0,0,0,35201.77093,35471.837655,18937.954184,21401.105792,29565.576264,35503.447981,26001.372113,28169.66932,23114.598998,28284.113179,22364.355503
"91215",91215,"F","IBRP",52.7013698630137,10.2602739726027,407206.919743,0,0,0,39221.182189,0,23961.999833,16233.082163,34738.782683,42011.38274,31008.040908,26301.957682,29507.403046,31718.548242,122841.997217
"91821",91821,"M","IBRP",37.8575342465753,12.9232876712329,404089.176674,0,0,0,37744.333868,33302.152085,19710.044804,21824.050721,33055.096393,36126.99712,27489.8145,29531.828521,23358.308579,29408.90071,96656.084311
"91874",91874,"F","IBRP",55.2054794520548,17.8465753424658,392892.284546,0,0,0,50261.679032,45815.501371,33276.874408,27302.930779,33808.339847,48551.667066,41060.497597,37486.502588,36832.655967,37793.419947,11259.012343
"91889",91889,"F","IBRP",37.6904109589041,18.0958904109589,385184.729795,0,0,0,55440.28009,50992.171418,38613.096577,32956.688012,39331.189671,0,46399.335348,43039.856305,42105.445094,43126.2004,15676.234682
"92019",92019,"M","IBRP",45.4438356164384,12.9232876712329,159184.636312,0,0,0,0,15629.674933,9798.771791,8495.884913,14496.823998,16291.060443,12845.296971,12208.023025,11427.234302,13117.701015,35623.281038
"92147",92147,"M","IBRP",53.8684931506849,9.67671232876712,419349.146534,0,0,0,34708.194856,37001.472209,22503.459985,15465.250638,32093.804532,36039.307205,28254.695624,24123.588424,26580.817507,28594.445594,121719.80437
"92511",92511,"M","IBRP",60.6219178082192,22.6027397260274,159959.144231,0,0,0,19370.86652,18920.665819,16438.781222,13840.015479,15338.343459,19204.401886,17864.124367,16403.618931,17176.969686,16696.320346,-7471.830561
"92975",92975,"F","IBRP",38.6931506849315,10.9232876712329,406465.290734,0,0,0,37258.190514,0,19622.078322,26174.361295,36436.807551,36358.08929,27242.162782,32109.503472,23529.433632,31187.006614,130174.582629
"93505",93505,"M","IBRP",44.8630136986301,7.08767123287671,154103.33053,0,0,0,0,16015.481471,10645.226451,9693.776864,16157.318116,17281.389237,13952.144582,13586.333928,12196.427446,0,55692.954164
"93641",93641,"M","IBRP",45.358904109589,18.9287671232877,172609.21209,0,0,0,26865.119492,26506.497852,15691.876112,11325.008388,14328.051683,26818.052308,20626.927029,17683.034743,18501.956942,18224.445544,-1570.449493
"93849",93849,"F","IBRP",38.5260273972603,9.59178082191781,186528.457824,0,0,0,21189.26123,22518.538874,13230.705822,7184.925656,14601.06162,21919.665437,16908.673578,12747.720513,15770.856534,15344.725909,42409.30119
"94057",94057,"M","IBRP",53.4493150684931,18.2657534246575,369543.459695,0,0,0,51235.359014,48080.644181,32904.676045,25946.666622,32786.065094,50055.114766,41200.039283,36768.708268,37035.992452,37437.00212,774.121179
"94100",94100,"M","IBRP",60.7890410958904,18.3479452054795,163232.698036,0,0,0,17455.364949,16092.375874,0,9349.763237,15120.861895,17015.6788,13232.764474,13149.882664,11574.766072,13717.277925,10255.744842
"94463",94463,"F","IBRP",54.786301369863,9.59178082191781,143416.969285,0,0,0,20364.852517,21642.412073,0,6905.382389,14032.979406,21066.838952,16250.80931,12251.746078,0,14747.710015,25725.048483
"95375",95375,"F","IBRP",62.372602739726,17.4301369863014,387879.835651,0,0,0,52298.415029,47408.044684,35544.788333,27703.705831,34470.889279,50383.236111,43249.705412,38379.867779,38897.319793,38938.83061,1865.656614
"95394",95394,"M","IBRP",60.7068493150685,8.59178082191781,148244.416761,0,0,0,0,20557.245504,10975.246822,12402.734533,17134.347976,20575.56486,15068.759481,16325.36813,0,0,34863.982762
"95426",95426,"M","IBRP",39.8602739726027,5.5041095890411,404834.86781,0,0,0,36676.649113,33022.087977,20928.621241,18889.123062,33380.399087,35439.030162,27956.677274,27113.591412,24344.391616,28850.942128,165751.9311
"95582",95582,"F","IBRP",59.8739726027397,10.7561643835616,158260.161387,0,0,0,0,14451.408562,9031.528664,6641.566316,13451.892537,14397.344249,11400.665656,10065.734753,10580.411896,11688.978189,45270.947901
"95585",95585,"M","IBRP",53.0356164383562,20.5150684931507,130987.925896,0,0,0,16612.41288,16373.626023,14075.789431,11199.578563,12549.222078,16529.546547,15308.25708,13669.988071,14754.875165,14047.002492,-3657.04176
"95703",95703,"F","IBRP",45.6958904109589,10.0082191780822,389152.077928,0,0,0,41579.472531,40544.476873,23889.990939,16568.319988,33913.847528,41617.533047,0,27270.421994,28476.157839,31270.513517,113596.218876
"96536",96536,"F","IBRP",46.6986301369863,20.0958904109589,132484.388397,0,0,0,0,15899.286498,15753.555979,13991.429005,14570.535513,16303.181389,16158.895846,15240.083007,15807.352209,15352.451616,187.834686
"96886",96886,"M","IBRP",38.7753424657534,10.0082191780822,147844.471235,0,0,0,14243.896043,12997.090806,8366.141534,7329.703137,12422.129378,13829.60963,11012.619942,10521.06112,9678.944064,11189.675413,41499.943066
"96989",96989,"F","IBRP",38.8602739726027,18.0958904109589,122802.431478,0,0,0,20417.066705,19577.5755,11912.209651,0,11648.33348,20148.53349,15666.746321,13897.066155,13929.666052,14135.321474,1386.433714
"97009",97009,"F","IBRP",46.1972602739726,18.5150684931507,409487.715372,0,0,0,41220.201252,37112.908216,0,21229.132785,37515.607383,39829.264418,31419.987689,30472.459227,27360.207272,32425.035263,58205.506814
"97455",97455,"F","IBRP",60.6219178082192,19.013698630137,157896.377447,0,0,0,16582.94114,15296.300545,9983.201462,8013.344606,14501.300083,0,12985.685953,11882.156423,11513.850585,12994.753353,15663.915614
"98050",98050,"F","IBRP",45.8630136986301,10.0904109589041,124179.117235,0,0,0,0,12136.458444,6944.181231,7690.161611,11512.850036,12867.157581,9665.087203,10383.789389,8311.787436,10397.848635,36385.354394
"98365",98365,"M","IBRP",54.1205479452055,10.0082191780822,171717.69823,0,0,0,12397.71237,0,0,7731.091931,16889.482274,13634.222031,9104.559727,10281.390748,8569.640724,11746.770586,67028.929856
"98516",98516,"M","IBRP",45.1150684931507,8.00547945205479,397837.141992,0,0,0,38329.136323,34974.087414,22512.589138,19723.619849,33426.914162,37214.326136,29634.041822,28311.298026,26045.23126,30110.483328,121961.039468
"99698",99698,"M","IBRP",38.441095890411,18.3479452054795,192024.588965,0,0,0,20821.323653,0,12775.03683,8952.624622,17154.410665,20458.152782,16463.404376,14078.547227,14724.187519,15872.411262,27688.847503
"99932",99932,"M","IBRP",45.6109589041096,19.6,365932.743426,0,0,0,37231.567992,32297.209366,0,21235.74227,33649.310465,35404.450114,27397.676828,28937.663689,23257.481295,29150.275921,42086.746698
"100270",100270,"F","DBWB",57.6191780821918,20.0958904109589,472226.08844,377780.870752,0.05,94445.217688,55450.131906,53170.181572,32352.032052,25020.116616,31635.37825,54720.83017,42548.871619,37742.64749,37831.184623,38389.718348,8746.454842
"100348",100348,"M","DBWB",59.8739726027397,8.92054794520548,280268.654315,140134.327158,0.05,140134.327158,9743.485463,0,5859.190684,4608.541852,8393.817894,9589.44948,7625.632534,6907.366119,6801.276524,7609.708843,75247.737007
"100562",100562,"F","DBWB",53.7013698630137,20.3479452054795,156533.247457,109573.27322,0.05,46959.974237,12490.36835,12112.812913,6404.559254,0,0,0,0,0,7842.050995,10451.489912,54259.271934
"100791",100791,"F","DBWB",56.1232876712329,23.0164383561644,270343.505154,240088.75541,0.05,13517.175258,34803.461402,34432.620045,31170.7291,21933.351158,25433.642449,34688.79365,32980.137142,27694.1113,0,29199.281895,-3325.307961
"101012",101012,"M","DBWB",61.041095890411,15.3452054794521,366070.969599,237946.130239,0.05,128124.83936,18768.977298,17062.940326,10072.936182,11688.290211,0,18175.563923,13856.751788,15237.884479,11943.739626,0,114164.926186
"101730",101730,"F","DBWB",56.786301369863,10.9232876712329,362542.522153,145017.008861,0.05,217525.513292,5500.275386,5476.783109,3256.221356,2376.665183,4853.45392,5551.940575,4275.819867,3760.040291,3870.906614,4316.784991,109486.2012
"101774",101774,"M","DBWB",52.0356164383562,14.5972602739726,425451.058317,276543.187906,0.05,148907.870411,0,26102.906122,15126.593719,18682.65529,0,27702.817005,0,23753.861093,0,23357.042336,131474.100041
"101988",101988,"M","DBWB",53.4493150684931,22.6027397260274,246009.698635,216019.212766,0.05,24434.068597,28010.023327,26621.774796,22793.993585,16779.910597,19931.608777,27475.059379,25322.775089,21758.388619,23942.329486,22565.012104,1275.077964
"102104",102104,"M","DBWB",55.6191780821918,21.2657534246575,427651.987606,379105.932046,0.05,21382.59938,0,52631.058046,47221.935032,35074.34003,40270.513061,52559.921539,49825.616483,42981.580514,48875.440789,45133.993852,1583.642724
"103090",103090,"F","DBWB",41.1123287671233,23.0164383561644,245919.563234,188227.106899,0.05,36887.934485,28641.804736,26768.831398,19064.074682,13273.836908,16661.276195,27942.796554,23449.700496,19694.500824,21209.80187,20345.728219,-1212.627283
"103263",103263,"F","DBWB",46.8657534246575,18.6849315068493,161567.785143,105019.060343,0.05,56548.7248,13048.47022,0,0,0,0,12609.347463,9448.240421,0,8069.36624,10484.001698,47185.836298
"103448",103448,"F","DBWB",43.0301369863014,20.013698630137,450930.498755,345142.704699,0.05,67639.574813,52519.055926,49084.677668,34956.847643,24339.575992,30550.955303,51237.319313,42998.552052,36112.828774,38891.361102,37306.952129,-1563.599071
"103594",103594,"M","DBWB",45.358904109589,18.6,169928.062029,101956.837217,0.05,67971.224812,0,10699.969623,0,7035.338398,0,0,9076.769033,0,7705.134538,9657.399911,55221.095409
"103657",103657,"M","DBWB",59.041095890411,19.2657534246575,236375.765454,200919.400636,0.05,35456.364818,30501.747831,28623.663669,19589.013339,15446.728541,19518.401142,29799.117594,24527.459805,21889.372677,22048.493934,0,6039.822128
"103844",103844,"F","DBWB",39.441095890411,18.2657534246575,159484.057584,96772.685145,0.05,55819.420155,0,10898.933481,0,0,10530.384407,11456.388077,8671.946029,9374.611837,0,9415.078806,36391.547566
"104030",104030,"M","DBWB",41.1123287671233,21.1808219178082,445260.71015,400734.639135,0.05,44526.071015,54969.468543,52400.251505,39934.601164,30389.616931,36705.790106,54011.027965,46976.798506,41122.695901,43462.644356,42242.577247,358.307784
"104169",104169,"M","DBWB",44.1150684931507,15.5123287671233,451216.48542,248169.066981,0.05,203047.418439,17149.720919,15440.876053,9786.0634,8832.409633,15608.41959,16571.019753,13072.328708,12678.108199,0,13490.480121,126024.94511
"104640",104640,"M","DBWB",60.041095890411,9.75616438356164,430119.832997,172047.933199,0.05,258071.899798,7107.623166,0,4558.950079,3352.540905,6790.268716,7267.515406,5754.846995,0,5340.797937,5900.381876,135460.516302
"104799",104799,"M","DBWB",47.1178082191781,9.17260273972603,318375.036005,127350.014402,0.05,191025.021603,5032.213308,0,0,2304.370324,4875.951943,5258.714209,0,3554.639592,3648.807067,4162.238576,106924.598508
"104881",104881,"M","DBWB",60.1260273972603,9.75616438356164,128147.666005,60639.895456,0.05,57666.449702,0,9600.914985,0,0,0,10073.946087,7791.634509,0,0,8051.009726,27293.507259
"105318",105318,"F","DBWB",41.7753424657534,9.84109589041096,422625.724218,169050.289687,0.05,253575.434531,0,0,0,0,0,0,0,0,33973.365096,0,143738.018584
"105324",105324,"F","DBWB",55.7041095890411,16.0931506849315,430428.125726,260318.803147,0.05,150649.844004,26146.553185,23961.601488,13710.235493,0,0,0,19082.252782,20501.22154,16410.367086,20528.979394,118983.799204
"105407",105407,"F","DBWB",43.358904109589,14.8438356164384,423990.713069,275593.963495,0.05,148396.749574,21505.280738,20039.805484,0,0,20498.360815,21029.701799,15547.514981,18137.64116,13389.108768,17694.242711,116313.086367
"105761",105761,"F","DBWB",41.441095890411,10.9232876712329,172227.805452,86113.902726,0.05,86113.902726,5438.287952,5118.926732,3270.284153,2572.239444,4684.976326,5352.313376,4256.216699,3855.319135,3796.105646,4247.328954,44667.11242
"105991",105991,"M","DBWB",52.9534246575342,10.0082191780822,337029.193397,134811.677359,0.05,202217.516038,0,0,0,0,0,0,0,0,7662.212151,0,126994.795355
"106382",106382,"M","DBWB",41.1123287671233,20.5150684931507,315093.133641,245251.28915,0.05,63018.626728,32304.947462,31452.747177,19483.52391,16503.532105,20593.533836,32047.70737,25197.174386,23383.027276,22641.386683,23638.207142,13742.192364
"107094",107094,"M","DBWB",39.027397260274,9.00547945205479,318222.534738,127289.013895,0.05,190933.520843,2413.859654,2565.018505,0,1217.536125,0,2506.466056,1907.760834,1791.03673,0,2076.082365,119747.747913
"107121",107121,"F","DBWB",58.1232876712329,6.25753424657534,291658.275155,158448.536622,0.05,131202.887768,11565.018556,10825.15717,6915.613651,5410.907689,9786.151756,11352.537926,9025.552718,8151.6989,8025.731941,8954.297673,75574.150708
